Time LHx LHy LHz LSx LSy LSz RHx RHy RHz RSx RSy RSz LEx LEy LEz CSx CSy CSz REx REy REz v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24
30 -60.131973 -28.922111 238.452911 -60.617274 30.509058 257.164693 -20.048967 -30.132097 248.236036 -25.928634 31.011367 267.793894 -67.507768 5.554339 251.832247 -42.321545 63.977337 262.7496 -20.622371 3.331132 265.171599 0 0 0 0 0.000737 0 -0.000001 2.19167 -6.020004 -145.826603 133.786595 -152.100333 156.483674 -157.745129 114.338195 -105.294794 146.86157 -69.226358 -63.157517 -23.892969 -26.859025 78.721155 89.125959 0
75 -60.130453 -28.921062 238.439631 -60.615498 30.503848 257.154346 -20.048013 -30.127162 248.218465 -25.926727 31.007376 267.780566 -67.505491 5.549017 251.823497 -42.343327 63.900185 262.732148 -20.623024 3.327273 265.149975 0 0 0 0 0.000812 0 -0.000001 2.204746 -6.023278 -145.825482 133.778926 -152.09754 156.507031 -157.771124 114.281469 -105.301646 146.959515 -69.21902 -63.159658 -23.899816 -26.856956 78.720622 89.124081 0
125 -60.129637 -28.919747 238.425398 -60.613728 30.499205 257.144713 -20.046915 -30.122212 248.203373 -25.925168 31.003943 267.767453 -67.503941 5.542353 251.814437 -42.353484 63.870335 262.727714 -20.623542 3.323521 265.129375 0 0 0 0 0.000678 0 -0.000001 2.215663 -6.025948 -145.824532 133.772636 -152.093865 156.525191 -157.801207 114.237615 -105.314726 147.044482 -69.20914 -63.159137 -23.908743 -26.857579 78.720471 89.1214 0
134 -60.129148 -28.918302 238.411307 -60.61275 30.495501 257.136464 -20.045635 -30.117038 248.189688 -25.92417 31.000775 267.754531 -67.503399 5.536759 251.806164 -42.362794 63.848299 262.726068 -20.623888 3.319686 265.109825 0 0 0 0 0.000737 0 0 2.226988 -6.028286 -145.824183 133.767612 -152.089327 156.543303 -157.829278 114.202481 -105.332222 147.116793 -69.197498 -63.160662 -23.919462 -26.856158 78.71991 89.11869 0
169 -60.128957 -28.916886 238.396859 -60.611629 30.491832 257.128239 -20.044552 -30.112031 248.177481 -25.924581 30.999663 267.74199 -67.503577 5.531422 251.798248 -42.371574 63.833362 262.725711 -20.624053 3.316864 265.093303 0 0 0 0 0.000847 0 0 2.23773 -6.028647 -145.822301 133.765008 -152.084024 156.559484 -157.848602 114.178562 -105.351625 147.175596 -69.18551 -63.162465 -23.930844 -26.854461 78.718666 89.115953 0
197 -60.12913 -28.915909 238.383389 -60.610884 30.489165 257.121348 -20.043495 -30.107492 248.166776 -25.925541 31.000039 267.730021 -67.504281 5.526449 251.790905 -42.381021 63.824308 262.726808 -20.624284 3.314607 265.077591 0 0 0 0 0.000645 0 -0.000001 2.246043 -6.02901 -145.822203 133.764183 -152.075925 156.568011 -157.880831 114.180291 -105.362131 147.201607 -69.172703 -63.162964 -23.943207 -26.854043 78.716948 89.113833 0
230 -60.129756 -28.915232 238.370681 -60.610247 30.486801 257.114983 -20.0426 -30.101842 248.157692 -25.927392 31.001559 267.716861 -67.505312 5.521793 251.783943 -42.394179 63.827014 262.734079 -20.624444 3.312578 265.063167 0 0 0 0 0.000644 0 0 2.254265 -6.02926 -145.82071 133.76219 -152.068667 156.577197 -157.903871 114.187084 -105.374908 147.22078 -69.160912 -63.165121 -23.954693 -26.85197 78.715168 89.111667 0
266 -60.130382 -28.914469 238.358116 -60.609722 30.484706 257.109189 -20.04182 -30.096254 248.149347 -25.93112 31.004485 267.702889 -67.506772 5.517912 251.777601 -42.407405 63.834375 262.742734 -20.624429 3.310943 265.049863 0 0 0 0 0.000469 0 0 2.259512 -6.028664 -145.820392 133.763064 -152.061673 156.580697 -157.927987 114.217756 -105.386156 147.211923 -69.149973 -63.167121 -23.965251 -26.850041 78.713706 89.109834 0
300 -60.131508 -28.914538 238.346863 -60.609382 30.4829 257.104254 -20.040625 -30.091172 248.142123 -25.935933 31.007725 267.688513 -67.509627 5.515965 251.772332 -42.425668 63.853925 262.758517 -20.62436 3.309636 265.037704 0 0 0 0 0.000491 0 0.000003 2.262603 -6.025613 -145.821272 133.770046 -152.053356 156.578561 -157.954866 114.277425 -105.394169 147.170534 -69.138768 -63.168913 -23.976254 -26.848303 78.711846 89.108458 0
331 -60.13276 -28.914735 238.336444 -60.608691 30.482233 257.099795 -20.039284 -30.086869 248.136616 -25.941181 31.011686 267.674613 -67.512971 5.51437 251.768064 -42.440864 63.883501 262.784791 -20.624103 3.308694 265.026283 0 0 0 0 0.000555 0 0.000008 2.265718 -6.021748 -145.825592 133.782096 -152.041928 156.573364 -157.992687 114.356394 -105.385376 147.109205 -69.129468 -63.171255 -23.985857 -26.846037 78.709395 89.106545 0
375 -60.13363 -28.916067 238.326001 -60.608196 30.482021 257.095718 -20.037822 -30.083174 248.131943 -25.947133 31.016374 267.661381 -67.517084 5.51405 251.764464 -42.460212 63.916785 262.814975 -20.623757 3.307945 265.01565 0 0 0 0 0.000716 0 0.000006 2.270356 -6.017311 -145.829988 133.795366 -152.028344 156.569055 -158.044121 114.441513 -105.364612 147.038943 -69.120227 -63.175722 -23.995608 -26.841643 78.706554 89.104712 0
402 -60.135108 -28.917432 238.316154 -60.607952 30.481866 257.092166 -20.03611 -30.079448 248.128343 -25.952983 31.021029 267.649078 -67.521882 5.51452 251.761603 -42.480105 63.951927 262.850428 -20.6232 3.30723 265.005827 0 0 0 0 0.000822 0 0.000007 2.27608 -6.012572 -145.834962 133.809818 -152.012296 156.564456 -158.103572 114.533267 -105.33394 146.96096 -69.111412 -63.180809 -24.00548 -26.83663 78.702741 89.102844 0
439 -60.136682 -28.919137 238.306689 -60.607463 30.481473 257.088661 -20.0339 -30.075136 248.125935 -25.959003 31.025812 267.637324 -67.527527 5.515365 251.759148 -42.497966 63.981545 262.88445 -20.62187 3.306663 264.996696 0 0 0 0 0.000839 0 0.000009 2.282599 -6.008357 -145.841368 133.824654 -151.995151 156.560348 -158.167606 114.624059 -105.298294 146.882622 -69.102841 -63.18626 -24.015066 -26.831257 78.699058 89.100913 0
469 -60.138202 -28.920493 238.298869 -60.607147 30.480903 257.086086 -20.031776 -30.070838 248.124623 -25.964728 31.030351 267.626452 -67.533445 5.517312 251.757455 -42.512181 63.999617 262.909079 -20.620276 3.30621 264.988256 0 0 0 0 0.000858 0 0.000017 2.290401 -6.005124 -145.851266 133.841018 -151.974591 156.555394 -158.247379 114.721596 -105.247474 146.793269 -69.094704 -63.192091 -24.024739 -26.825488 78.694458 89.099387 0
504 -60.139692 -28.921846 238.291788 -60.607129 30.480522 257.084489 -20.02908 -30.066893 248.124003 -25.969782 31.034642 267.61682 -67.539251 5.519395 251.756072 -42.532787 64.025861 262.932205 -20.618623 3.305828 264.979887 0 0 0 0 0.000842 0 0.000018 2.298738 -6.002578 -145.862346 133.857189 -151.953698 156.551173 -158.324957 114.817539 -105.192119 146.703625 -69.088258 -63.198563 -24.033088 -26.819058 78.689484 89.098395 0
538 -60.140467 -28.92195 238.286924 -60.607171 30.480179 257.083392 -20.026314 -30.06326 248.123431 -25.973824 31.038585 267.608857 -67.544764 5.520464 251.755381 -42.551762 64.049631 262.952232 -20.616877 3.305455 264.971995 0 0 0 0 0.000846 0 0.000015 2.308233 -6.001083 -145.873326 133.87116 -151.934519 156.550984 -158.393194 114.901544 -105.144005 146.629071 -69.082484 -63.206183 -24.040775 -26.811511 78.684627 89.096619 0
569 -60.140812 -28.924373 238.285565 -60.607618 30.47989 257.082701 -20.023519 -30.059984 248.122978 -25.977755 31.042716 267.601466 -67.547965 5.520701 251.755381 -42.571318 64.075017 262.973976 -20.615056 3.305398 264.964557 0 0 0 0 0.000888 0 0.00001 2.319089 -6.000342 -145.88233 133.881647 -151.915224 156.553402 -158.459926 114.969536 -105.089296 146.57196 -69.077726 -63.213441 -24.048288 -26.804323 78.678347 89.094891 0
605 -60.140604 -28.930458 238.28764 -60.609519 30.479249 257.082915 -20.020612 -30.056596 248.122334 -25.98148 31.047091 267.5951 -67.55026 5.520704 251.75581 -42.590988 64.091837 262.988281 -20.613161 3.305302 264.957547 0 0 0 0 0.000755 0 0.000001 2.325165 -5.996506 -145.884847 133.891834 -151.905713 156.556043 -158.505324 115.03728 -105.052817 146.51637 -69.077534 -63.220711 -24.050202 -26.797122 78.674981 89.093249 0
638 -60.13971 -28.935957 238.291383 -60.612017 30.478328 257.083797 -20.0158 -30.053169 248.11976 -25.986376 31.052569 267.588234 -67.551917 5.520706 251.75674 -42.611846 64.113367 263.003969 -20.611238 3.305272 264.950871 0 0 0 0 0.000589 0 -0.000003 2.327367 -5.990935 -145.881568 133.899698 -151.904319 156.559053 -158.51873 115.099426 -105.029134 146.467456 -69.083381 -63.227029 -24.046108 -26.790873 78.672765 89.091553 0
669 -60.138202 -28.941554 238.296795 -60.615402 30.476925 257.085538 -20.010825 -30.049902 248.117375 -25.991094 31.057912 267.581868 -67.553091 5.520315 251.758337 -42.636198 64.134949 263.017607 -20.609313 3.305046 264.944839 0 0 0 0 0.000487 0 0.000001 2.326267 -5.983377 -145.876591 133.909838 -151.905486 156.558019 -158.515555 115.177139 -105.011876 146.412322 -69.090578 -63.23029 -24.040992 -26.787793 78.670189 89.087004 0
704 -60.13574 -28.947201 238.305664 -60.619414 30.475453 257.087994 -20.005533 -30.047029 248.114967 -25.995192 31.062526 267.576337 -67.552763 5.518876 251.762366 -42.662603 64.15602 263.029814 -20.607309 3.30481 264.939427 0 0 0 0 0.000418 0 -0.000001 2.323433 -5.974967 -145.869223 133.919289 -151.909524 156.556391 -158.49305 115.253761 -105.002541 146.358924 -69.099053 -63.23291 -24.034931 -26.785364 78.667228 89.082211 0
737 -60.133141 -28.951216 238.317323 -60.623825 30.473807 257.091117 -20.000359 -30.044112 248.112726 -25.998774 31.066647 267.571759 -67.551571 5.51675 251.767421 -42.687106 64.174348 263.039756 -20.605037 3.304864 264.934492 0 0 0 0 0.000547 0 0.000004 2.318903 -5.963114 -145.854918 133.928689 -151.917403 156.55521 -158.461425 115.324544 -104.995789 146.313684 -69.10839 -63.234918 -24.027879 -26.783563 78.664696 89.077069 0
769 -60.130054 -28.954309 238.331056 -60.628951 30.471998 257.094955 -19.995585 -30.040702 248.11058 -26.002151 31.070518 267.567563 -67.549509 5.514048 251.773596 -42.712882 64.19335 263.048911 -20.602317 3.305366 264.930391 0 0 0 0 0.000565 0 0.000008 2.313166 -5.949771 -145.837516 133.937974 -151.928302 156.554635 -158.416857 115.388796 -104.993277 146.273197 -69.118918 -63.236666 -24.019633 -26.781998 78.66241 89.072526 0
805 -60.126799 -28.956965 238.345885 -60.633737 30.470058 257.098866 -19.990699 -30.037054 248.10853 -26.0052 31.074312 267.563891 -67.546839 5.511639 251.780343 -42.740461 64.215332 263.058972 -20.599619 3.305941 264.926553 0 0 0 0 0.000515 0 0.000014 2.304584 -5.93422 -145.81663 133.948189 -151.942363 156.551531 -158.353804 115.455172 -104.998605 146.22504 -69.129964 -63.237361 -24.0109 -26.781434 78.660172 89.069288 0
838 -60.122347 -28.961098 238.363409 -60.639334 30.467492 257.103753 -19.985837 -30.033538 248.106647 -26.008025 31.077853 267.560554 -67.543727 5.509287 251.787615 -42.767906 64.236391 263.067698 -20.59665 3.306737 264.922953 0 0 0 0 0.000432 0 0.00001 2.295922 -5.919687 -145.796786 133.957412 -151.957134 156.548978 -158.292743 115.515585 -105.002444 146.182655 -69.141629 -63.237716 -24.001324 -26.781218 78.658495 89.065845 0
872 -60.117596 -28.964901 238.382268 -60.644788 30.464953 257.108593 -19.981402 -30.030236 248.105097 -26.010835 31.081557 267.557168 -67.540133 5.506955 251.794744 -42.792621 64.255881 263.074827 -20.593683 3.307692 264.919591 0 0 0 0 0.000369 0 0.000014 2.285798 -5.904515 -145.775971 133.966941 -151.974906 156.546502 -158.207359 115.57413 -105.007713 146.139602 -69.157272 -63.238212 -23.988675 -26.780843 78.655882 89.062859 0
908 -60.11287 -28.967768 238.401008 -60.650051 30.462459 257.113361 -19.978254 -30.028248 248.104286 -26.013607 31.085405 267.552733 -67.533141 5.502763 251.804137 -42.815 64.274114 263.080931 -20.590578 3.308719 264.916325 0 0 0 0 0.000296 0 0.000012 2.274737 -5.889389 -145.75526 133.976481 -151.994094 156.543567 -158.114444 115.632431 -105.011727 146.092761 -69.174829 -63.239092 -23.974301 -26.780059 78.653299 89.060535 0
