Time LHx LHy LHz LSx LSy LSz RHx RHy RHz RSx RSy RSz LEx LEy LEz CSx CSy CSz REx REy REz v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24
29 -61.031407 -28.566042 239.77778 -61.654437 30.965504 259.004617 -20.342933 -29.676986 247.373295 -26.479313 31.163773 266.943574 -68.268114 5.589985 253.789377 -43.140891 64.702576 264.111638 -21.334185 2.830224 263.464761 0 0 0 0 -0.000011 0 0 3.226853 -4.738509 -143.983224 134.506205 -152.472832 158.926538 -151.203315 114.450529 -109.931116 153.369492 -68.127588 -63.687921 -24.786886 -26.365019 78.913005 88.446713 0
61 -61.033213 -28.568196 239.779782 -61.655462 30.966103 259.007621 -20.335829 -29.67369 247.360444 -26.483291 31.165466 266.943288 -68.272698 5.594691 253.789473 -43.142515 64.690477 264.111662 -21.334606 2.833356 263.459444 0 0 0 0 0.000004 0 0 3.230568 -4.741995 -143.992179 134.508189 -152.466663 158.927798 -151.229685 114.454349 -109.899815 153.414713 -68.133683 -63.674612 -24.783078 -26.379137 78.909521 88.434591 0
93 -61.034834 -28.570363 239.781547 -61.656505 30.966702 259.010601 -20.328794 -29.669976 247.346926 -26.487783 31.167507 266.94262 -68.277991 5.600047 253.788924 -43.144301 64.679444 264.111876 -21.334977 2.834761 263.454604 0 0 0 0 0.000076 0 0.000001 3.234003 -4.74116 -144.000794 134.518473 -152.461572 158.929579 -151.255527 114.47828 -109.869416 153.442101 -68.140511 -63.663997 -24.778119 -26.390545 78.907017 88.422852 0
130 -61.036819 -28.573632 239.783454 -61.657536 30.967426 259.013534 -20.320548 -29.665041 247.332907 -26.492351 31.169692 266.94169 -68.284881 5.60732 253.787541 -43.145514 64.673197 264.111185 -21.335021 2.833399 263.449121 0 0 0 0 0.00001 0 0.000001 3.235763 -4.742342 -144.013144 134.52846 -152.454782 158.926308 -151.281753 114.50817 -109.831659 153.462715 -68.148382 -63.650262 -24.77281 -26.405066 78.903313 88.411242 0
160 -61.038554 -28.57739 239.785743 -61.65849 30.968222 259.016418 -20.312095 -29.659536 247.317314 -26.496911 31.171873 266.940737 -68.291086 5.614144 253.786063 -43.14625 64.669448 264.111042 -21.335326 2.832433 263.443232 0 0 0 0 -0.000018 0 0.000001 3.238122 -4.745702 -144.029785 134.53838 -152.445231 158.921475 -151.313641 114.538848 -109.775757 153.484425 -68.159449 -63.633955 -24.765162 -26.422267 78.898479 88.398078 0
199 -61.039996 -28.581706 239.787745 -61.659843 30.96939 259.019446 -20.298202 -29.650697 247.289801 -26.500875 31.173879 266.939592 -68.29713 5.620857 253.784466 -43.147147 64.666349 264.110303 -21.3356 2.831306 263.43739 0 0 0 0 -0.000034 0 0.000001 3.239212 -4.748732 -144.045039 134.547576 -152.437844 158.916269 -151.334972 114.563944 -109.726026 153.512519 -68.171155 -63.615885 -24.756635 -26.441288 78.894254 88.384188 0
238 -61.041057 -28.584453 239.788413 -61.661166 30.970639 259.022403 -20.282908 -29.639813 247.258663 -26.504481 31.175897 266.938519 -68.303418 5.627636 253.781676 -43.147954 64.664286 264.109802 -21.33548 2.830802 263.432646 0 0 0 0 -0.000161 0 0.000001 3.232586 -4.75122 -144.057633 134.555194 -152.431846 158.897019 -151.345049 114.585123 -109.683363 153.574507 -68.182882 -63.578557 -24.748118 -26.480147 78.889976 88.361862 0
274 -61.04179 -28.586233 239.788723 -61.662513 30.971947 259.025192 -20.26743 -29.62901 247.228074 -26.508021 31.178007 266.937423 -68.309897 5.63517 253.778577 -43.149054 64.663261 264.109278 -21.335009 2.830185 263.428617 0 0 0 0 -0.000233 0 0.000001 3.222444 -4.754291 -144.071236 134.562653 -152.424691 158.86958 -151.347668 114.609288 -109.644451 153.640411 -68.193646 -63.533589 -24.741138 -26.526766 78.884375 88.337986 0
298 -61.042833 -28.588638 239.788866 -61.663467 30.973095 259.027362 -20.252441 -29.618689 247.198653 -26.511478 31.18012 266.936183 -68.316513 5.642732 253.774691 -43.151605 64.662784 264.106393 -21.334465 2.830039 263.424325 0 0 0 0 -0.000241 0 0.000001 3.211956 -4.757516 -144.085974 134.570942 -152.41626 158.840172 -151.348485 114.637179 -109.602791 153.700566 -68.204279 -63.488367 -24.734689 -26.57364 78.87795 88.314379 0
333 -61.044097 -28.59183 239.78889 -61.664248 30.974343 259.029269 -20.239285 -29.609773 247.174335 -26.51453 31.181967 266.934967 -68.322879 5.650131 253.770542 -43.154797 64.663339 264.102554 -21.333078 2.828507 263.418055 0 0 0 0 -0.000237 0 0.000001 3.202689 -4.761737 -144.102708 134.579234 -152.407686 158.813064 -151.355778 114.664155 -109.556216 153.757624 -68.216124 -63.445835 -24.726961 -26.617781 78.871895 88.291673 0
362 -61.045444 -28.5954 239.789128 -61.665112 30.975839 259.031153 -20.227496 -29.602009 247.152901 -26.519221 31.184062 266.932082 -68.329096 5.657345 253.766274 -43.157923 64.666349 264.097595 -21.331577 2.827305 263.411856 0 0 0 0 -0.000158 0 0.000001 3.198125 -4.766177 -144.119453 134.587099 -152.400309 158.79656 -151.361986 114.684142 -109.512157 153.803182 -68.228455 -63.413258 -24.718369 -26.651696 78.8667 88.273042 0
399 -61.047214 -28.600019 239.789438 -61.666191 30.97758 259.033012 -20.216629 -29.595432 247.13378 -26.523834 31.186101 266.92915 -68.335301 5.664436 253.761792 -43.161398 64.670497 264.091969 -21.329866 2.826006 263.405967 0 0 0 0 -0.000112 0 0.000002 3.192521 -4.766978 -144.135976 134.602019 -152.394117 158.77916 -151.360981 114.727238 -109.47078 153.821063 -68.24133 -63.385665 -24.709105 -26.680471 78.861869 88.256752 0
430 -61.048919 -28.604761 239.78951 -61.667472 30.980083 259.03511 -20.206621 -29.590383 247.117186 -26.52896 31.18836 266.925383 -68.340939 5.670587 253.757501 -43.164197 64.682508 264.084864 -21.32784 2.824574 263.399982 0 0 0 0 -0.000099 0 0.000002 3.186881 -4.767008 -144.152073 134.618057 -152.389766 158.763528 -151.354907 114.772223 -109.43395 153.830752 -68.255062 -63.361643 -24.698633 -26.705555 78.85791 88.24225 0
469 -61.050671 -28.609878 239.789629 -61.668807 30.982602 259.037137 -20.197555 -29.586181 247.102523 -26.533431 31.190485 266.921496 -68.346423 5.67649 253.752995 -43.168533 64.681876 264.076114 -21.325739 2.823185 263.394094 0 0 0 0 -0.000048 0 0.000001 3.180916 -4.763765 -144.164493 134.636964 -152.387561 158.749393 -151.338669 114.828181 -109.40841 153.824859 -68.267673 -63.342281 -24.688894 -26.725852 78.854525 88.229606 0
497 -61.051762 -28.615233 239.789271 -61.670321 30.9854 259.039116 -20.189285 -29.58363 247.089767 -26.537088 31.192458 266.918206 -68.351567 5.681963 253.748655 -43.17362 64.679217 264.067554 -21.323088 2.821582 263.387823 0 0 0 0 -0.000046 0 0.000001 3.175596 -4.761057 -144.175743 134.653628 -152.386385 158.737578 -151.318846 114.880178 -109.385775 153.817086 -68.280693 -63.326114 -24.678632 -26.742841 78.851449 88.218564 0
529 -61.05265 -28.620598 239.788747 -61.672199 30.988383 259.040999 -20.182033 -29.581666 247.078848 -26.541176 31.194174 266.914201 -68.355715 5.686397 253.744769 -43.179914 64.679205 264.05921 -21.319279 2.819438 263.380432 0 0 0 0 -0.00001 0 0.000001 3.172659 -4.758677 -144.185561 134.668207 -152.385399 158.730717 -151.296105 114.923279 -109.36691 153.808572 -68.292733 -63.314162 -24.669491 -26.755462 78.847915 88.209657 0
566 -61.053532 -28.626511 239.788032 -61.674237 30.991489 259.04274 -20.173755 -29.580161 247.067547 -26.545045 31.195694 266.910338 -68.35978 5.690647 253.740621 -43.185961 64.679074 264.052033 -21.31515 2.817072 263.37266 0 0 0 0 0.00006 0 0.000001 3.169288 -4.751878 -144.190808 134.687051 -152.387247 158.725823 -151.263827 114.977913 -109.36205 153.780477 -68.303234 -63.306359 -24.661259 -26.763682 78.845353 88.20412 0
598 -61.054403 -28.632331 239.787078 -61.676514 30.995333 259.044456 -20.156644 -29.57665 247.04361 -26.549453 31.197992 266.905642 -68.364215 5.695269 253.735971 -43.190247 64.679772 264.046574 -21.310274 2.814282 263.36472 0 0 0 0 0.000074 0 0 3.166181 -4.744514 -144.19484 134.705813 -152.390055 158.722418 -151.227836 115.030174 -109.3603 153.755961 -68.314023 -63.298741 -24.652666 -26.771804 78.842998 88.19748 0
628 -61.055249 -28.634316 239.786482 -61.679691 30.999532 259.045911 -20.139635 -29.573914 247.015619 -26.553464 31.200138 266.901064 -68.368226 5.699405 253.731751 -43.195096 64.679235 264.04047 -21.305139 2.811848 263.356161 0 0 0 0 -0.000025 0 0 3.155773 -4.735522 -144.197806 134.726761 -152.392848 158.704393 -151.187164 115.095957 -109.358085 153.75824 -68.325374 -63.272016 -24.643825 -26.799991 78.840124 88.178249 0
663 -61.055911 -28.636432 239.785647 -61.683166 31.004521 259.047389 -20.12336 -29.573241 246.989536 -26.556796 31.202078 266.896653 -68.372184 5.703378 253.727365 -43.203437 64.678293 264.028525 -21.299709 2.809174 263.347673 0 0 0 0 -0.000009 0 0 3.143786 -4.72404 -144.19491 134.74683 -152.396329 158.683901 -151.136226 115.156516 -109.36435 153.767546 -68.334206 -63.241251 -24.637554 -26.832168 78.836678 88.15972 0
