Time LHx LHy LHz LSx LSy LSz RHx RHy RHz RSx RSy RSz LEx LEy LEz CSx CSy CSz REx REy REz v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24
11 -14.082894 -33.156189 177.784324 -12.663586 25.92997 191.416895 25.487649 -33.63651 178.048658 20.789239 26.157531 189.876497 -15.523323 -1.072764 188.68016 2.693463 59.7525 186.873877 25.582936 -1.350979 188.243401 0 0 0 0 0.001436 0 0.000114 -0.9441 1.908518 -132.141944 135.95898 -164.564957 162.676758 -101.411773 130.877127 -154.034502 123.456246 -71.248009 -72.438646 -18.91775 -17.562393 87.590168 -89.81497 0
40 -14.081691 -33.145741 177.740932 -12.67463 25.93087 191.36256 25.480613 -33.649549 178.021979 20.76782 26.159453 189.838719 -15.541744 -1.066123 188.63945 2.689502 59.762204 186.86924 25.558591 -1.353576 188.190913 0 0 0 0 0.001601 0 0.000133 -0.90198 1.899668 -132.196976 135.996312 -164.535271 162.73131 -101.526977 130.911977 -153.807504 123.620127 -71.259582 -72.475614 -18.909629 -17.525176 87.565723 -89.838747 0
77 -14.079711 -33.133674 177.695906 -12.687315 25.931814 191.303217 25.474378 -33.661699 177.996862 20.745817 26.16137 189.798009 -15.56171 -1.05783 188.595736 2.683683 59.772861 186.863351 25.534004 -1.357582 188.136554 0 0 0 0 0.002627 0 0.000128 -0.832181 1.884666 -132.251982 136.021314 -164.479605 162.815243 -101.648608 130.762499 -153.577819 123.949877 -71.253707 -72.522557 -18.920102 -17.477973 87.532402 -89.868048 0
108 -14.078701 -33.115545 177.64914 -12.701191 25.933233 191.241825 25.468343 -33.672294 177.971995 20.726803 26.165673 189.759922 -15.586141 -1.042116 188.544822 2.674091 59.789616 186.855114 25.51057 -1.361239 188.081348 0 0 0 0 0.002728 0 0.00011 -0.759277 1.868847 -132.309328 136.047022 -164.420225 162.901672 -101.77476 130.619421 -153.323356 124.257096 -71.250108 -72.573876 -18.928938 -17.426435 87.495125 -89.8991 0
143 -14.077781 -33.102515 177.598858 -12.718642 25.932914 191.173697 25.463542 -33.681345 177.949357 20.707352 26.169717 189.720201 -15.609767 -1.032419 188.491309 2.662963 59.805411 186.845613 25.48953 -1.364468 188.028789 0 0 0 0 0.00201 0 0.000132 -0.687448 1.839204 -132.374165 136.052574 -164.371137 162.996242 -101.903016 130.337435 -153.020387 124.619722 -71.256079 -72.626366 -18.929218 -17.373791 87.451909 -89.928537 0
172 -14.07603 -33.087111 177.538657 -12.736474 25.931337 191.103721 25.459388 -33.68901 177.92803 20.687653 26.173362 189.679933 -15.633121 -1.022199 188.434279 2.650557 59.821111 186.833835 25.469568 -1.367032 187.978137 0 0 0 0 0.002203 0 0.000083 -0.620236 1.818357 -132.432108 136.068822 -164.318547 163.078075 -102.02069 130.157403 -152.754776 124.878639 -71.260072 -72.677632 -18.931352 -17.322427 87.410155 -89.956015 0
205 -14.073624 -33.070785 177.472889 -12.755196 25.930166 191.033781 25.457689 -33.696204 177.90941 20.669828 26.176789 189.642584 -15.655038 -1.01247 188.377094 2.638372 59.835666 186.821687 25.450245 -1.37015 187.929606 0 0 0 0 0.002228 0 0.000099 -0.553579 1.798748 -132.490691 136.088187 -164.259768 163.15261 -102.130616 130.018502 -152.518078 125.084255 -71.252841 -72.727587 -18.944848 -17.272422 87.367471 -89.982767 0
237 -14.070991 -33.053064 177.407193 -12.776554 25.926653 190.963197 25.457236 -33.702764 177.892148 20.653225 26.180366 189.607418 -15.676537 -1.000944 188.318384 2.625872 59.852839 186.807919 25.43253 -1.373143 187.883162 0 0 0 0 0.002383 0 0.000082 -0.482347 1.77798 -132.54214 136.0981 -164.196801 163.232107 -102.222808 129.820826 -152.328354 125.326289 -71.23617 -72.777988 -18.96759 -17.222017 87.326133 89.987397 0
269 -14.068083 -33.033606 177.34077 -12.797606 25.923109 190.889299 25.457582 -33.708608 177.875781 20.638229 26.18407 189.575005 -15.697889 -0.987305 188.257325 2.614617 59.869725 186.793995 25.415784 -1.375709 187.839127 0 0 0 0 0.002114 0 0.00006 -0.415873 1.756407 -132.590894 136.103708 -164.141541 163.309795 -102.290184 129.59629 -152.178027 125.562361 -71.222278 -72.826977 -18.987619 -17.173077 87.285101 89.958167 0
328 -14.064527 -33.012241 177.269673 -12.817001 25.918716 190.812457 25.460273 -33.714139 177.859926 20.624046 26.187932 189.544666 -15.717468 -0.973643 188.198018 2.604752 59.885615 186.780071 25.39981 -1.378111 187.796235 0 0 0 0 0.001965 0 0.000058 -0.35007 1.732581 -132.640035 136.105197 -164.086649 163.386509 -102.362301 129.333698 -152.013516 125.810593 -71.211195 -72.873392 -19.004987 -17.126763 87.243836 89.929216 0
339 -14.059165 -32.989618 177.186203 -12.835857 25.912729 190.733027 25.464034 -33.719149 177.844441 20.611122 26.19139 189.516973 -15.736006 -0.961184 188.135445 2.595398 59.901398 186.766589 25.384074 -1.380045 187.754667 0 0 0 0 0.002191 0 0.000078 -0.27489 1.704245 -132.696549 136.105038 -164.015306 163.465526 -102.451499 129.049606 -151.844696 126.084713 -71.188781 -72.91873 -19.033359 -17.081596 87.204486 89.897592 0
371 -14.052033 -32.963163 177.092457 -12.852718 25.904509 190.648735 25.470304 -33.727813 177.825046 20.600566 26.195177 189.49219 -15.752788 -0.946705 188.068187 2.587058 59.917164 186.752915 25.366262 -1.386778 187.710142 0 0 0 0 0.002365 0 0.00008 -0.192189 1.672275 -132.754904 136.099454 -163.931814 163.547436 -102.537036 128.711203 -151.706612 126.394575 -71.150481 -72.962516 -19.077729 -17.038055 87.163891 89.864552 0
407 -14.043316 -32.938501 176.988947 -12.869485 25.895566 190.568435 25.478002 -33.738118 177.801561 20.591383 26.197875 189.469278 -15.7673 -0.934486 187.994421 2.581849 59.928846 186.73898 25.349936 -1.395391 187.666965 0 0 0 0 0.002383 0 0.000109 -0.095941 1.627301 -132.82219 136.076793 -163.839619 163.647738 -102.633261 128.231652 -151.577917 126.867323 -71.102253 -73.004215 -19.131997 -16.996755 87.123279 89.823727 0
434 -14.03231 -32.925531 176.880324 -12.887494 25.885198 190.490401 25.486007 -33.748078 177.77586 20.582364 26.200789 189.447451 -15.780859 -0.931343 187.909615 2.577548 59.939009 186.726248 25.335166 -1.403736 187.627006 0 0 0 0 0.00216 0 0.000029 -0.011461 1.589425 -132.876983 136.055834 -163.764513 163.74159 -102.687973 127.768754 -151.553247 127.354722 -71.048551 -73.037007 -19.191548 -16.964465 87.083874 89.782999 0
469 -14.020178 -32.916355 176.762581 -12.906969 25.869581 190.412009 25.495222 -33.757782 177.74905 20.57361 26.203108 189.426088 -15.790732 -0.931697 187.815702 2.573707 59.942555 186.71267 25.320736 -1.411896 187.587917 0 0 0 0 0.001496 0 0.000005 0.04945 1.560892 -132.917875 136.03966 -163.722931 163.821832 -102.693062 127.370552 -151.616633 127.799055 -71.005805 -73.060963 -19.240686 -16.941082 87.042262 89.744389 0
504 -14.00867 -32.907283 176.647604 -12.922876 25.856102 190.33854 25.50531 -33.767053 177.722299 20.56541 26.205289 189.406109 -15.797837 -0.930762 187.715113 2.570653 59.944981 186.700416 25.307491 -1.419697 187.550306 0 0 0 0 0.001051 0 0.000009 0.097017 1.536149 -132.951355 136.023654 -163.705428 163.899463 -102.645664 126.998769 -151.813324 128.245532 -70.963136 -73.081689 -19.289091 -16.921051 87.004996 89.704303 0
