Time LHx LHy LHz LSx LSy LSz RHx RHy RHz RSx RSy RSz LEx LEy LEz CSx CSy CSz REx REy REz v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24
23 -19.082205 -26.525164 179.178441 -18.285395 26.039699 191.226923 18.936065 -29.776788 177.297902 15.353848 26.72559 190.35207 -20.462893 0.193174 189.08906 -2.697559 59.39073 188.48772 20.600428 0.011597 189.050591 0 0 0 0 -0.000776 54 0.00001 -2.985315 2.09336 -132.158645 136.345366 -162.597904 156.627274 -99.019037 137.714988 -157.425063 102.341016 -69.663869 -68.539827 -20.537838 -21.694115 87.248881 -86.970757 0
59 -19.072706 -26.469016 179.208589 -18.30018 26.029229 191.251016 18.945083 -29.756156 177.325749 15.3366 26.72525 190.392458 -20.464173 0.189854 189.090097 -2.759651 59.307474 188.57677 20.573823 0.008028 189.092004 0 0 0 0 -0.000667 54 0.000008 -3.006207 2.075344 -132.129829 136.280516 -162.650792 156.638377 -98.920532 137.66668 -157.633313 102.724576 -69.673596 -68.499284 -20.531516 -21.726091 87.226191 -87.024789 0
89 -19.096886 -26.409972 179.2647 -18.321195 26.017687 191.282666 18.955187 -29.7396 177.356386 15.317389 26.724094 190.434027 -20.467435 0.185832 189.093113 -2.808846 59.252787 188.654852 20.541644 0.003047 189.136481 0 0 0 0 -0.000587 54 0.000008 -3.027189 2.062077 -132.097892 136.222047 -162.709687 156.655309 -98.815052 137.619665 -157.828224 103.161837 -69.68741 -68.459594 -20.521972 -21.756217 87.198102 -87.086765 0
126 -19.141917 -26.347029 179.32291 -18.345255 26.00655 191.318846 18.965735 -29.72872 177.385557 15.29641 26.722106 190.476167 -20.472403 0.181147 189.09843 -2.849993 59.215242 188.721669 20.503201 -0.000466 189.184988 0 0 0 0 -0.001137 54 0.000019 -3.084161 2.052582 -132.056314 136.161478 -162.849724 156.681401 -98.668926 137.579568 -158.163494 103.654589 -69.743026 -68.420943 -20.461713 -21.783775 87.232619 -87.160948 0
156 -19.1844 -26.278576 179.379654 -18.373989 25.994205 191.361356 18.968947 -29.723194 177.416587 15.274082 26.719508 190.516853 -20.480658 0.177602 189.10861 -2.886133 59.190631 188.782215 20.463438 -0.004306 189.233291 0 0 0 0 -0.001241 54 0.000016 -3.149558 2.045367 -132.010027 136.100762 -163.009199 156.710083 -98.509986 137.56298 -158.588099 104.190346 -69.794712 -68.37762 -20.399821 -21.81449 87.305635 -87.247945 0
186 -19.221132 -26.21718 179.429913 -18.407641 25.981465 191.411996 18.974271 -29.722506 177.450597 15.247828 26.716623 190.558434 -20.49145 0.173487 189.122856 -2.916159 59.174991 188.834667 20.421933 -0.009088 189.281785 0 0 0 0 -0.001138 54 0.00001 -3.209787 2.038969 -131.968361 136.046299 -163.15465 156.735077 -98.341399 137.598445 -159.016957 104.635719 -69.831821 -68.341273 -20.354262 -21.840091 87.367073 -87.324562 0
223 -19.286685 -26.141325 179.491365 -18.444337 25.971147 191.468763 18.980153 -29.727623 177.490616 15.219738 26.713556 190.599728 -20.510715 0.173984 189.151013 -2.942436 59.173048 188.880885 20.381992 -0.013961 189.329016 0 0 0 0 -0.000736 54 0.000016 -3.260757 2.046758 -131.911084 136.0046 -163.289742 156.768229 -98.143824 137.627954 -159.473223 105.111234 -69.853831 -68.312043 -20.326017 -21.858005 87.412915 -87.408303 0
257 -19.342384 -26.073277 179.55097 -18.484141 25.962451 191.531527 18.979126 -29.735789 177.527773 15.188529 26.709491 190.640819 -20.537053 0.176246 189.188504 -2.966255 59.174526 188.921702 20.340407 -0.02425 189.376676 0 0 0 0 -0.000461 54 0.000012 -3.300277 2.059198 -131.859425 135.977821 -163.411043 156.810489 -97.985619 137.665077 -159.893046 105.553194 -69.86318 -68.298759 -20.304909 -21.860639 87.499759 -87.490458 0
291 -19.391093 -26.007083 179.611003 -18.527728 25.95495 191.600108 18.963413 -29.75418 177.56381 15.156457 26.705033 190.68017 -20.570315 0.183115 189.238513 -2.993623 59.186238 188.961279 20.298158 -0.035716 189.422476 0 0 0 0 -0.000211 54 0.000009 -3.327802 2.074306 -131.809531 135.958143 -163.494488 156.838884 -97.850941 137.72825 -160.205564 105.925578 -69.858418 -68.278647 -20.302505 -21.871574 87.553612 -87.563121 0
328 -19.366966 -26.423424 179.578435 -18.573463 25.950947 191.67273 18.941379 -29.774675 177.596986 15.123387 26.701361 190.718067 -20.610899 0.19766 189.300311 -3.022047 59.207737 189.000297 20.259349 -0.045986 189.464915 0 0 0 0 0.000082 54 0.000007 -3.337331 2.088658 -131.765211 135.942528 -163.533395 156.858733 -97.73977 137.800756 -160.428579 106.157926 -69.835368 -68.266204 -20.321954 -21.878087 87.580093 -87.611318 0
358 -19.497314 -25.838795 180.050111 -18.620473 25.946677 191.746366 18.910521 -29.796538 177.631116 15.088247 26.69884 190.755212 -20.65707 0.210755 189.372313 -3.049424 59.231144 189.035547 20.221384 -0.056273 189.505601 0 0 0 0 -0.000433 54 0.00001 -3.381531 2.107349 -131.725326 135.940024 -163.632156 156.869094 -97.663596 137.883998 -160.520913 106.296514 -69.958207 -68.257085 -20.212286 -21.883457 87.486784 -87.642255 0
393 -19.558258 -25.774676 180.258405 -18.664864 25.941283 191.81354 18.876159 -29.811892 177.667701 15.052393 26.696095 190.790761 -20.704378 0.22073 189.448106 -3.08063 59.258258 189.069426 20.185611 -0.065604 189.542699 0 0 0 0 -0.003021 54 0.000066 -3.574634 2.122293 -131.699198 135.943784 -164.021694 156.872427 -97.622321 137.972513 -159.890428 106.329878 -70.327518 -68.253649 -19.830469 -21.885256 87.59969 -87.65592 0
