Time LHx LHy LHz LSx LSy LSz RHx RHy RHz RSx RSy RSz LEx LEy LEz CSx CSy CSz REx REy REz v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24
18 -20.66448 -29.307833 180.205083 -19.45454 25.684339 193.202066 19.257011 -28.84579 178.283751 13.95082 25.778401 190.295255 -21.715158 -1.141936 190.645981 -3.744352 57.624197 184.461725 19.017735 -0.753054 189.431608 0 0 0 0 0.000018 171 0 -2.934461 4.141833 -128.058104 136.34177 -163.638708 157.769787 -97.618657 157.716434 -160.594672 112.717109 -69.67448 -68.33848 -20.432253 -21.666937 88.00147 89.538492 0
55 -20.655878 -29.307157 180.19222 -19.452217 25.680643 193.188024 19.243057 -28.841299 178.279054 13.957269 25.773951 190.284419 -21.70905 -1.140902 190.633523 -3.741815 57.618803 184.441113 19.020624 -0.755418 189.422214 0 0 0 0 0.000015 171 0 -2.926571 4.143229 -128.056565 136.343023 -163.637485 157.784342 -97.602473 157.682036 -160.627935 112.677748 -69.673595 -68.356373 -20.433637 -21.648863 87.996762 89.546411 0
83 -20.649444 -29.306805 180.181777 -19.449802 25.675243 193.171823 19.240969 -28.840369 178.277755 13.963149 25.769982 190.273678 -21.703589 -1.139901 190.621746 -3.738977 57.613117 184.41813 19.023307 -0.757532 189.413643 0 0 0 0 -0.000005 171 0 -2.931632 4.145344 -128.054674 136.345362 -163.635819 157.772556 -97.586763 157.679207 -160.658919 112.500772 -69.673168 -68.35976 -20.434567 -21.644768 87.992042 89.578225 0
118 -20.634069 -29.305089 180.164111 -19.447856 25.670126 193.156004 19.242528 -28.839588 178.279328 13.968781 25.76656 190.263176 -21.698432 -1.139153 190.610087 -3.736293 57.607251 184.394944 19.02626 -0.759265 189.405632 0 0 0 0 0.000004 171 0 -2.928058 4.14418 -128.059808 136.348169 -163.63242 157.776305 -97.580604 157.697359 -160.674252 112.42123 -69.676008 -68.370424 -20.431936 -21.633915 87.990198 89.587194 0
150 -20.619765 -29.303303 180.148029 -19.446379 25.665233 193.140531 19.245666 -28.839055 178.28083 13.974339 25.763491 190.252817 -21.693793 -1.138081 190.598238 -3.734561 57.599729 184.36687 19.029349 -0.761182 189.39743 0 0 0 0 0.000026 171 0 -2.91173 4.143332 -128.062831 136.349494 -163.609406 157.785945 -97.57186 157.716659 -160.67741 112.360797 -69.664883 -68.38556 -20.445099 -21.618728 87.970813 89.589759 0
185 -20.606102 -29.301971 180.132759 -19.445041 25.66058 193.125308 19.254731 -28.839651 178.285444 13.979654 25.760546 190.24229 -21.689808 -1.137291 190.586734 -3.733118 57.591528 184.338737 19.032559 -0.763233 189.388943 0 0 0 0 0.000026 171 0 -2.896619 4.143698 -128.063216 136.350612 -163.590864 157.797625 -97.561126 157.718769 -160.679876 112.319729 -69.65709 -68.400963 -20.45485 -21.603331 87.952457 89.589586 0
215 -20.593008 -29.300901 180.118048 -19.444048 25.656793 193.110001 19.256389 -28.83895 178.285253 13.984621 25.757957 190.231621 -21.685797 -1.136492 190.574563 -3.731233 57.581741 184.306872 19.035821 -0.765154 189.380407 0 0 0 0 0.000036 171 0 -2.876054 4.144684 -128.063201 136.352568 -163.572478 157.820369 -97.552339 157.718357 -160.675231 112.330619 -69.650245 -68.423095 -20.463677 -21.581441 87.934078 89.578393 0
252 -20.580515 -29.299149 180.103791 -19.443195 25.653359 193.0951 19.258358 -28.838375 178.284848 13.9898 25.754693 190.219963 -21.682374 -1.135061 190.562236 -3.728724 57.574064 184.272194 19.039087 -0.767116 189.370859 0 0 0 0 0.000022 171 0 -2.865167 4.147341 -128.059891 136.354572 -163.558072 157.827738 -97.541156 157.72925 -160.676101 112.270077 -69.645761 -68.435984 -20.470045 -21.56849 87.916823 89.581359 0
283 -20.568968 -29.29751 180.090332 -19.442493 25.65074 193.080091 19.258298 -28.837052 178.282154 13.994817 25.751477 190.208149 -21.679309 -1.133527 190.54966 -3.726663 57.567346 184.238565 19.042058 -0.769143 189.360654 0 0 0 0 0.000023 171 0 -2.854249 4.15039 -128.056578 136.357358 -163.545345 157.836846 -97.530977 157.745839 -160.672385 112.213266 -69.642331 -68.450349 -20.47538 -21.554076 87.899573 89.583743 0
319 -20.557177 -29.296032 180.076361 -19.441819 25.648293 193.063998 19.259086 -28.836796 178.280199 13.999921 25.748181 190.196061 -21.676739 -1.132032 190.536118 -3.724261 57.559812 184.204745 19.045149 -0.772372 189.348888 0 0 0 0 0.00002 171 0 -2.846243 4.154305 -128.051609 136.360219 -163.534929 157.842444 -97.520605 157.736706 -160.666538 112.153025 -69.640906 -68.46126 -20.478608 -21.543048 87.883434 89.589417 0
