Time LHx LHy LHz LSx LSy LSz RHx RHy RHz RSx RSy RSz LEx LEy LEz CSx CSy CSz REx REy REz v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24
10 -13.598981 -31.458932 177.76444 -12.318629 25.822169 188.026595 26.875019 -31.08094 176.057589 21.379727 25.42192 185.247898 -14.558601 -1.251597 185.419834 4.321325 59.733635 185.543394 26.595959 -2.020048 184.645391 0 0 0 0 -0.007919 12 0.000134 -3.664705 4.082946 -130.7042 138.870093 -169.132464 161.803054 -97.632191 166.586969 -155.292941 103.570881 -75.593893 -73.599284 -14.497566 -16.409225 88.408315 89.48601 0
43 -13.522953 -30.906117 177.973104 -12.312806 25.816691 188.01471 26.905733 -31.072259 176.023829 21.391287 25.418186 185.246432 -14.544991 -1.280012 185.432756 4.323981 59.71908 185.518217 26.616839 -2.018152 184.642589 0 0 0 0 -0.002232 12 -0.000018 -3.697362 4.085214 -130.696911 138.867339 -169.145811 161.751086 -97.643843 166.51364 -153.822046 103.663249 -75.785912 -73.53775 -14.327695 -16.471187 88.236176 89.472383 0
78 -13.462178 -30.530959 178.106081 -12.307244 25.811049 188.005567 26.934987 -31.064296 175.991535 21.40017 25.415194 185.246372 -14.531857 -1.306259 185.446095 4.322651 59.706295 185.494328 26.636666 -2.016942 184.640861 0 0 0 0 0.000513 12 0.000046 -3.693882 4.088757 -130.685523 138.863038 -169.09127 161.703506 -97.644697 166.448469 -152.751306 103.784625 -75.875163 -73.478037 -14.259572 -16.531508 88.083959 89.45383 0
111 -13.424565 -30.331632 178.181946 -12.302101 25.805628 187.999368 26.962361 -31.056088 175.961196 21.406749 25.412863 185.247588 -14.519379 -1.330198 185.459518 4.319384 59.697372 185.473597 26.65537 -2.01469 184.640396 0 0 0 0 0.001217 12 0.000025 -3.681509 4.093127 -130.673246 138.8595 -169.018112 161.655094 -97.64316 166.390813 -152.018922 103.899041 -75.910393 -73.419065 -14.241564 -16.59108 87.966892 89.436052 0
142 -13.391796 -30.179957 178.233707 -12.297361 25.800291 187.995398 26.986244 -31.048709 175.934148 21.412013 25.411007 185.250235 -14.507799 -1.351668 185.472953 4.313997 59.690243 185.455847 26.672375 -2.012619 184.640861 0 0 0 0 0.000578 12 0 -3.679111 4.09872 -130.660705 138.858144 -168.964118 161.605896 -97.638434 166.351904 -151.642492 103.999056 -75.922795 -73.361782 -14.23893 -16.648926 87.903046 89.419718 0
179 -13.321708 -31.365436 177.963281 -12.29286 25.795129 187.993753 27.007893 -31.041753 175.910032 21.416536 25.409916 185.254967 -14.496674 -1.371628 185.486436 4.306871 59.684014 185.440266 26.687923 -2.009977 184.642184 0 0 0 0 0.000684 12 0.000016 -3.671435 4.100545 -130.647978 138.849067 -168.902861 161.55999 -97.634507 166.30972 -151.385961 104.087158 -75.913719 -73.309125 -14.25618 -16.702034 87.849762 89.406773 0
210 -13.295835 -31.400219 177.951276 -12.28786 25.789192 187.99572 27.026784 -31.034312 175.888371 21.418601 25.409585 185.262525 -14.486107 -1.389647 185.499644 4.296157 59.677142 185.426307 26.702735 -2.006506 184.644914 0 0 0 0 -0.000899 12 0.000014 -3.681172 4.097745 -130.634647 138.830136 -168.882075 161.519732 -97.629916 166.232696 -152.254866 104.188022 -75.929714 -73.26077 -14.244434 -16.750795 87.824002 89.395307 0
244 -13.255808 -32.094863 177.772367 -12.282654 25.781798 188.001406 27.043542 -31.028044 175.868917 21.417724 25.410846 185.274506 -14.475119 -1.408039 185.514665 4.281701 59.670335 185.414183 26.716742 -2.003606 184.64855 0 0 0 0 0.000301 12 0.000032 -3.672008 4.092799 -130.626711 138.812308 -168.82363 161.479614 -97.625798 166.129923 -152.307729 104.281997 -75.892272 -73.214499 -14.285725 -16.797332 87.797277 89.387662 0
275 -13.205163 -31.939599 177.759314 -12.277669 25.773326 188.012147 27.05932 -31.022057 175.851202 21.414533 25.413045 185.289133 -14.46455 -1.425461 185.529625 4.240826 59.650308 185.400712 26.729688 -2.000618 184.652865 0 0 0 0 -0.000044 12 -0.000004 -3.66748 4.087648 -130.621675 138.79697 -168.779385 161.444425 -97.617398 165.917925 -152.959541 104.408726 -75.85049 -73.17091 -14.327608 -16.841092 87.793672 89.382535 0
303 -13.202207 -32.355201 177.637887 -12.272689 25.763845 188.027811 27.073282 -31.017065 175.836861 21.408492 25.41655 185.307658 -14.454429 -1.441595 185.544932 4.195628 59.63186 185.391545 26.74152 -1.99765 184.657609 0 0 0 0 0.003706 12 0.000175 -3.607143 4.079696 -130.615626 138.775018 -168.627551 161.413265 -97.604549 165.694128 -152.91641 104.560778 -75.725134 -73.129451 -14.465176 -16.88273 87.709628 89.377258 0
