Time LHx LHy LHz LSx LSy LSz RHx RHy RHz RSx RSy RSz LEx LEy LEz CSx CSy CSz REx REy REz v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v18 v19 v20 v21 v22 v23 v24 v25 v26
17 -46.847576 -27.717891 268.054628 -46.777529 29.06296 284.823966 -6.030449 -25.145298 272.354364 -12.391334 32.536513 289.265251 -50.049502 2.871747 280.134797 -29.656222 64.865321 283.316302 -6.676048 5.255927 286.060071 0 0 0 0 -0.000721 0 0.000165 -1.755763 -2.684307 -134.729219 129.360605 -163.078665 159.567138 -103.541967 112.023095 -151.57354 142.534057 -68.609217 -65.73724 -22.178937 -24.291687 84.412301 88.8853 0 
50 -46.850267 -27.810356 267.985821 -46.770963 29.061326 284.81822 -6.032019 -25.146949 272.353339 -12.386273 32.536292 289.271474 -50.048298 2.87132 280.134463 -29.64938 64.866781 283.32243 -6.674919 5.256955 286.059737 0 0 0 0 0.000052 0 -0.000011 -1.734235 -2.705175 -134.76251 129.35216 -163.046227 159.577757 -103.613568 111.999118 -151.609505 142.589932 -68.556854 -65.737681 -22.222334 -24.290957 84.439387 88.890919 0 
79 -46.852505 -27.906466 267.923236 -46.764448 29.059592 284.812689 -6.033753 -25.14919 272.352242 -12.382271 32.537001 289.277291 -50.047123 2.870928 280.134058 -29.642367 64.871603 283.332634 -6.673696 5.258023 286.05938 0 0 0 0 0.000081 0 0.000047 -1.711182 -2.727195 -134.793481 129.33909 -163.013897 159.591533 -103.676288 111.961905 -151.758425 142.65147 -68.504287 -65.738448 -22.266499 -24.289946 84.464636 88.895647 0 
116 -46.847433 -27.996424 267.859364 -46.758625 29.058322 284.808612 -6.035044 -25.15063 272.351313 -12.379061 32.537532 289.282346 -50.045961 2.870581 280.133653 -29.635355 64.881212 283.346748 -6.672277 5.258929 286.05926 0 0 0 0 -0.000368 0 0.000038 -1.693176 -2.749914 -134.826921 129.327092 -162.989893 159.603541 -103.738883 111.932818 -151.886821 142.699949 -68.464503 -65.739581 -22.298515 -24.288548 84.489076 88.900833 0 
137 -46.843764 -28.079847 267.79685 -46.754265 29.05699 284.805369 -6.035988 -25.151822 272.350526 -12.37628 32.537994 289.286423 -50.044823 2.870267 280.133295 -29.6289 64.891165 283.360863 -6.671018 5.259635 286.059022 0 0 0 0 0.000221 0 0.000036 -1.671404 -2.768845 -134.857391 129.319702 -162.955152 159.612344 -103.794178 111.914521 -152.002149 142.735332 -68.419573 -65.739927 -22.339255 -24.287961 84.499989 88.905568 0 
169 -46.840376 -28.155369 267.738605 -46.749526 29.054892 284.801841 -6.037487 -25.152856 272.348976 -12.372451 32.537389 289.29143 -50.043643 2.86996 280.132961 -29.623708 64.899015 283.373618 -6.669799 5.260275 286.058784 0 0 0 0 0.000338 0 0.000025 -1.651757 -2.784137 -134.882786 129.314511 -162.923417 159.619903 -103.838756 111.902815 -152.131378 142.765056 -68.372845 -65.740375 -22.381434 -24.287319 84.512118 88.909415 0 
201 -46.832526 -28.235203 267.693329 -46.745864 29.052222 284.798217 -6.03757 -25.15071 272.349739 -12.369379 32.535914 289.295816 -50.042337 2.869047 280.132532 -29.619545 64.905387 283.385539 -6.668807 5.260712 286.05845 0 0 0 0 0.000257 0 0.000033 -1.631361 -2.801205 -134.908516 129.306107 -162.891312 159.628591 -103.885311 111.878439 -152.245121 142.808383 -68.328158 -65.739463 -22.421913 -24.28799 84.523275 88.914148 0 
238 -46.824834 -28.306997 267.654181 -46.742553 29.04945 284.794688 -6.037517 -25.148353 272.350979 -12.36771 32.534468 289.298701 -50.041068 2.868081 280.132127 -29.616171 64.91124 283.396935 -6.667791 5.260801 286.057949 0 0 0 0 0.000042 0 0.000017 -1.61636 -2.815663 -134.932007 129.30068 -162.871277 159.638557 -103.923193 111.856803 -152.319815 142.847215 -68.306983 -65.739958 -22.441576 -24.287405 84.526796 88.915928 0 
269 -46.816766 -28.370473 267.622375 -46.739757 29.046896 284.791684 -6.037014 -25.147888 272.351313 -12.366655 32.533753 289.300704 -50.039905 2.867257 280.131721 -29.613513 64.917564 283.408737 -6.66713 5.263356 286.057758 0 0 0 0 0.000085 0 0.000021 -1.604308 -2.826605 -134.954401 129.301192 -162.853963 159.645347 -103.956786 111.849231 -152.380901 142.865497 -68.290485 -65.74107 -22.457065 -24.286215 84.528922 88.917493 0 
301 -46.809974 -28.430492 267.593026 -46.737298 29.04442 284.788918 -6.03631 -25.147143 272.351694 -12.365721 32.532975 289.302397 -50.038373 2.865838 280.130792 -29.61162 64.92328 283.419943 -6.666743 5.264293 286.057711 0 0 0 0 0.000072 0 0.00002 -1.594618 -2.835344 -134.973024 129.302335 -162.84065 159.651414 -103.983576 111.846043 -152.424904 142.880309 -68.280556 -65.743363 -22.466829 -24.283908 84.528557 88.917817 0 
